Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Ishq Kaminaa,2003,128,Thriller,5.8,1938,Aanchal Malhotra,Sandhya Mehra,Amar Upadhyay,Vishal
Ishq Ke Parindey,2015,120,"Music, Romance",6.8,51,Shakir Khan,Rishi Verma,Priyanka Mehta,Manjul Azad
Ishq Ke Rang,2017,128,Horror,5.8,1938,Pradeep R. Sharma,Humayoon Shams Khan,Karishma Kaul,Saanvi Dhiman
Ishq Khuda Hain,1992,128,Romance,5.8,1938,Tinnu Anand,Dan Dhanoa,Goga Kapoor,Asha Sachdev
Ishq Mein Jeena Ishq Mein Marna,1994,134,Romance,5.7,10,Mahrukh Mirza,Divya Dutta,Brij Gopal,Shafi Inamdar
Ishq Na Karna,2006,128,Thriller,5.8,1938,Awani Agrawal,Nazeem Khan,Urvashi Chaudhary,Milind Gunaji
Ishq Ne Krazy Kiya Re,2015,128,Romance,7.6,18,Naresh Malhotra,Nyra Banerjee,Mugdha Godse,Nishant Malkani
Ishq Par Zor Nahin,1970,128,Romance,6.7,48,Ramesh Saigal,Sadhana,Dharmendra,Biswajit Chatterjee
Ishq Qayamat,2004,128,Thriller,5.5,17,V. Menon,Suman Ranganath,Milind Gunaji,Deepak Jethi
Ishq Samandar,2016,128,Romance,5.8,1938,Anwar Ali,Tanveer Zaidi,Tanishq Rajan,Divyaa Dwivedi
Ishq Tera,2018,122,"Drama, Romance, Thriller",5.5,12,Jojo D'Souza,Hrishitaa Bhatt,Shahbaaz Khan,Mohit Madaan
Ishq Uncensored,1987,128,Drama,5.8,1938,Anuradha Tiwari,Sharman Joshi,Patralekhaa Paul,unknown
Ishq Vishk,2003,134,"Comedy, Romance",6,"3,937",Ken Ghosh,Shahid Kapoor,Amrita Rao,Shenaz Treasury
Ishqan,1987,128,Romance,5.8,1938,Naren Bansal,Dipanshu Sharma,Anjuman Gulati,Rachita Rampal
Ishqedarriyaan,2015,132,Romance,4.8,151,V.K. Prakash,Mimoh Chakraborty,Kavin Dave,Mohit Dutta
Ishqeria,2018,118,"Comedy, Romance",4.1,167,Prerna Wadhawan,Manish Anand,Raj Babbar,Richa Chadha
Ishqiya,2010,118,"Comedy, Drama, Romance",7.3,"10,075",Abhishek Chaubey,Vidya Balan,Naseeruddin Shah,Arshad Warsi
Ishrat Ki Maut,1935,128,Unknown,5.8,1938,M. Murtaza,unknown,unknown,unknown
Ishwar Allah Tere Naam,1983,128,Drama,5.8,1938,Arvind,I.J. Malhotra,Nizamuddin Sayeed,unknown
Ishwar Bhakti,1951,128,Unknown,5.8,1938,Gunjal,Trilok Kapoor,Nirupa Roy,unknown
Isi Ka Naam Zindagi,1992,140,"Action, Comedy, Drama",5.7,604,Kalidas,Aamir Khan,Farha Naaz,Asrani
Isi Life Mein...!,2010,139,"Comedy, Drama, Romance",5.4,391,Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar,Mohnish Bahl
ISIS,2017,92,Action,6.4,18,Yuvraj Kumar,Amrityan,Moshin Bhat,Snighdadeep Chatterji
ISIS II,1987,128,Action,5.8,1938,Yuvraj Kumar,Manisha Kelkar,Rippy Koul,Yuvraj Kumar
ISIS: Enemies of Humanity,2017,135,Action,7.5,8,Yuvraj Kumar,Yuvraj Kumar,Manon Faure,Rasheed Naz
Iska Kya Karen,1973,128,Documentary,5.8,1938,Ram Mohan,unknown,unknown,unknown
Iski Bhuji Uski Lagi,1987,128,Comedy,5.8,1938,Rajesh Bhatia,unknown,unknown,unknown
Iski Topi Uske Sarr,1998,129,"Action, Crime, Drama",4.4,45,Raju Mavani,Arun Bakshi,Prem Chopra,Sunny Deol
Iskool Bag,2020,120,Drama,5.8,1938,Aditya Bharadwaj,Aparshakti Khurana,Priyanka Bose,Kartikey Raj
Island City,2015,108,Drama,6.7,315,Ruchika Oberoi,Vinay Pathak,Amruta Subhash,Tannishtha Chatterjee
Ismat,1944,128,Unknown,5.8,1938,Sibtain Fazli,Mehtab,Nargis,Nandrekar
Issaq,2013,148,"Drama, Romance",4.5,439,Manish Tiwary,Prateik,Amyra Dastur,Ravi Kishan
Issaq Tera,1987,128,Romance,5.8,1938,Rohan Sippy,Daniela Lopez Osorio,Fateh Randhawa,unknown
Issi Ka Naam Dunia Hai,1962,130,"Drama, Music",6.7,6,Shakti Samanta,Ashok Kumar,Shyama,Mehmood
It Happens That Way Too: Part II,2003,137,"Comedy, Crime, Drama",7.3,719,Shashanka Ghosh,Arshad Warsi,Prashant Narayanan,Sandhya Mridul
Itanagar 0KM,2015,128,Comedy,5.8,1938,Unknown,unknown,unknown,unknown
Iti Mrinalini: An Unfinished Letter...,2010,131,Drama,6.8,503,Aparna Sen,Konkona Sen Sharma,Anjan Dutt,Rajat Kapoor
Itihaas,1987,138,"Drama, Family",5,34,V. Joshi,Raaj Kumar,Shabana Azmi,Rati Agnihotri
Itihaas,1997,154,"Action, Drama, Romance",3.5,292,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri
Itni Jaldi Kya Hai,1986,128,Drama,5.8,1938,Bhanumati,Bhanumati,Phanu Khan,Rishi Raj
Itni Si Baat,1981,138,"Comedy, Family",6.9,71,Madhu M.,Sanjeev Kumar,Moushumi Chatterjee,Arun Govil
It's a Man's World,2009,128,Drama,5.8,1938,Saurabh Sengupta,Mohsin Akhtar,Shakti Arora,Mikhill Chandiramani
It's Breaking News,2007,128,"Crime, Drama",5.4,62,Vishal Inamdar,Vinay Apte,Abhijeet Bagalkote,Bijal Batavia
It's Entertainment,2014,140,"Action, Comedy, Drama",4.5,"7,875",Sajid,Farhad Samji,Akshay Kumar,Tamannaah Bhatia
It's Rocking: Dard-E-Disco,2012,93,Comedy,4.3,9,Ashok Tyagi,Asrani,Arun Bakshi,Dinesh Hingoo
Ittar,2021,128,Romance,5.8,1938,Veena Bakshi,Deepak Tijori,Rituparna Sengupta,Sanyogita Bhave
Ittefaq,1969,104,"Crime, Mystery, Thriller",7.4,985,Yash Chopra,Rajesh Khanna,Nanda,Sujit Kumar
Ittefaq,2001,138,"Action, Comedy, Drama",4.5,80,Sanjay Khanna,Sunil Shetty,Mukul Dev,Pooja Batra
Ittefaq,2017,105,"Crime, Mystery, Thriller",7.2,"10,842",Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna
Izhaar,1989,128,Romance,5.8,1938,Yashpal Billa,Deepika Chikhalia,Simi Garewal,Arun Govil
Izzat,1937,108,Unknown,6.1,17,Franz Osten,Devika Rani,Ashok Kumar,Kamta Prasad
Izzat,1968,135,"Drama, Romance",7,74,T. Prakash Rao,Dharmendra,Tanuja,Jayalalitha J
Izzat,1952,128,Unknown,6.4,5,Taimur Brhramshah,Agha,Jeevan,Manorama
Izzat,1991,156,"Action, Drama",5.8,43,Ashok Gaekwad,Jackie Shroff,Sangeeta Bijlani,Gulshan Grover
Izzat Aabroo,1986,128,Drama,5.8,1938,Silk Smitha,Kamna,Kapil Karzan,Deepika Chikhalia
Izzat Aabroo,2005,128,Thriller,5.8,1938,Unknown,unknown,unknown,unknown
Izzat Ke Lutere,1991,128,Thriller,5.8,1938,Unknown,unknown,unknown,unknown
Izzat Ki Roti,1993,128,Drama,4.9,76,K. Pappu,Urmila Bhatt,Birbal,Juhi Chawla
Izzatdaar,1990,172,"Action, Crime, Drama",5,183,K. Bapaiah,Jasti Hemambar,Dilip Kumar,Govinda
J.D.,2017,127,Drama,5.3,18,Shailendra Pandey,Rina Charaniya,Arvind Gaur,Jaswir Kaur
J.P.,1988,128,Documentary,5.8,1938,Atma Ram,unknown,unknown,unknown
Jaade Mein Balma Pyara Laage,2009,128,Family,5.8,1938,Mukesh Kumar,Deo Prakash Pandey,Vinay Anand,Monalisa
Jaadu,2004,128,Horror,5.8,1938,Unknown,unknown,unknown,unknown
Jaadugar,1989,173,"Comedy, Fantasy",4.1,484,Prakash Mehra,Amitabh Bachchan,Jaya Prada,Amrita Singh
Jaadugar,1987,128,"Comedy, Drama, Romance",5.8,1938,Sameer Saxena,Jitendra Kumar,Javed Jaffrey,Arushi Sharma
Jaadui Pankh Aur Anya Kahaniyan,2010,128,Family,5.8,1938,Nitin Das,Raju Patil,Taufiq Shaikh,Tejal
Jaag Utha Insan,1984,128,"Drama, Family",6.2,69,K. Viswanath,Mithun Chakraborty,Sridevi,Rakesh Roshan
Jaago,2004,122,"Crime, Drama, Thriller",6.5,154,Mehul Kumar,Sanjay Kapoor,Raveena Tandon,Manoj Bajpayee
Jaago,1985,128,Unknown,5.8,1938,Leena Das,Jambuwant Rao Dhote,Kamal Kapoor,Murad
Jaago Hua Savera,1987,128,Drama,5.8,1938,Shaukat Jamali,Shoma Anand,A.K. Hangal,Rohini Hattangadi
Jaagruti,1993,134,"Action, Drama",4.2,973,Suresh Krishna,Salman Khan,Karisma Kapoor,Ashok Saraf
Jaako Raakhe Saaiyan,2021,128,Comedy,5.8,1938,Rajiv S. Ruia,Arjun Rampal,Tigmanshu Dhulia,Rajpal Yadav
Jaal,1952,165,"Crime, Thriller",7.2,115,Guru Dutt,Dev Anand,Geeta Bali,K.N. Singh
Jaal,1986,128,"Action, Drama, Thriller",5,103,Umesh Mehra,Rekha,Mithun Chakraborty,Mandakini
Jaal,1967,156,"Action, Crime, Drama",5.8,31,Moni Bhattacharjee,Biswajit Chatterjee,Mala Sinha,Sujit Kumar
Jaal,2017,128,Drama,5.8,1938,Aji Mathai,unknown,unknown,unknown
Jaal Pe Jaal,2003,128,Mystery,5.8,1938,Aadesh Vishwakarma,Javed Khan,Kiran Kumar,Mahesh Raaj
Jaal Saaz,1969,136,Action,6.9,8,Mohammed Hussain,Aravind Sen,Bambi,Bela Bose
Jaal Saz,1959,139,Thriller,5.8,1938,Aravind Sen,Kishore Kumar,Mala Sinha,Pran
Jaal: The Trap,2003,142,"Action, Drama, Romance",4.1,459,Guddu Dhanoa,Sunny Deol,Tabu,Reema Sen
Jaali Note,1960,155,"Action, Crime, Drama",7.3,77,Shakti Samanta,Dev Anand,Madhubala,Kundan
Jaalsaaz,1999,128,Thriller,6.4,15,Shiv Kumar,Kamal Sadanah,Madhoo,Ronit Roy
Jaan,1996,170,"Action, Drama, Romance",4.1,540,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri
Jaan Bachi Lakhon Paaye,1968,128,Action,5.8,1938,Unknown,unknown,unknown,unknown
Jaan E Jaana,1988,128,Romance,5.8,1938,Unknown,unknown,unknown,unknown
Jaan Hatheli Pe,1987,160,Action,5.6,48,Raghunath Jhalani,Dharmendra,Jeetendra,Hema Malini
Jaan Hazir Hai,1975,140,Drama,5.9,7,Manohar Nath Rangroo,Urmila Bhatt,Iftekhar,Jankidas
Jaan Ki Baazi,1985,139,Action,4.7,43,Ajay Kashyap,Sanjay Dutt,Anita Raj,Anuradha Patel
Jaan Ki Kasam,1991,128,Adventure,5.8,1938,Sushil Malik,Krishna,Saathi Ganguly,Suresh Oberoi
Jaan Lada Denge,1990,137,Action,6.6,5,Dilip Gulati,Hemant Birje,Sahila Chaddha,Natasha
Jaan Likhu Janam Likhu,2001,128,"Music, Romance",3.3,9,Shahid Kapoor,Ayesha Takia,unknown,unknown
Jaan Nissar,1934,128,Unknown,5.8,1938,Kanjibhai Rathod,Sardar Akhtar,Maruti Rao,unknown
Jaan Pe Khelenge Hum,2001,128,Romance,5.8,1938,Hamid Ali Khan,Sadashiv Amrapurkar,Arjun,Dinesh Hingoo
Jaan Pechaan,1991,128,"Comedy, Drama",4.3,10,Kamal Saigal,Shekhar Suman,Sudha Chandran,Satish Shah
Jaan Se Badhkar,1991,128,Drama,5.8,1938,Rakesh Bedi,Aruna Irani,Satyendra Kapoor,Kiran Kumar
Jaan Se Pyaara,1992,180,"Action, Crime, Drama",5.3,106,Anand,Govinda,Divya Bharti,Aruna Irani
Jaan Tere Liye,1995,128,Romance,5.8,1938,Avtar Gill,Ved Goswami,Bharat Kapoor,Manmauji
Jaan Tere Naam,1992,150,"Drama, Romance",5.9,147,Deepak Balraj Vij,Ronit Roy,Farheen,Sulabha Deshpande
Jaan Tu Hain Ke Nahin,2017,110,"Comedy, Horror, Mystery",5.8,1938,Kashmera Shah,unknown,unknown,unknown
Jaana Na Dil Se Door....,2001,128,Family,5.8,1938,Vijay Anand,Rani Agarwal,Dev Anand,Vijay Anand
Jaana Pehchana,2011,128,Drama,4.8,26,Sachin Pilgaonkar,Sachin,Birbal,Pushkar Jog
Jaana... Let's Fall in Love,2006,128,"Comedy, Drama, Romance",5.7,34,Shahrukh Mirza,Rajesh Khanna,Zeenat Aman,Rehan Khan
Jaanam,1992,127,Romance,4.6,68,Vikram Bhatt,Rahul Roy,Pooja Bhatt,Paresh Rawal
Jaanam Samjha Karo,1999,153,"Drama, Romance",4.8,"1,705",Andaleeb Sultanpuri,Salman Khan,Urmila Matondkar,Jaspal Bhatti
Jaanbaaz Mallika,1936,128,Unknown,5.8,1938,Akhtari,Kapoor,unknown,unknown
Jaandaar,1979,128,"Action, Crime, Thriller",4.6,5,S.K. Luthra,Vinod Mehra,Bindiya Goswami,Mahendra Sandhu
Jaane Bahar Jaane Jigar,2005,128,Thriller,5.8,1938,Unknown,unknown,unknown,unknown
Jaane Bhi Do Yaaro,1983,132,"Comedy, Crime, Drama",8.4,"13,465",Kundan Shah,Naseeruddin Shah,Ravi Baswani,Bhakti Barve
Jaane Bhi Do Yaaro,1987,135,"Comedy, Thriller",5.8,1938,Sanjay Sharma,Anupam Kher,Vijay Raaz,Dilip Joshi
Jaane Hoga Kya,2006,155,"Action, Crime, Sci-Fi",2.7,167,Ankush,Glen Barreto,Glenn,Aftab Shivdasani
Jaane Jigar,1998,175,"Comedy, Drama, Family",3.3,30,Arshad Khan,Talat Jani,Jackie Shroff,Ayub Khan
Jaane Kahan Se Aayi Hai,2010,94,"Comedy, Drama, Fantasy",3.8,570,Milap Zaveri,Priyanka Chopra Jonas,Akshay Kumar,Jacqueline Fernandez
Jaane Kyun De Yaaron,2018,131,Drama,4.8,38,Akshay Anand,Muntazir Ahmad,Akshay Anand,Kabir Bedi
Jaane Tu,2008,155,"Comedy, Drama, Romance",7.5,"25,819",Abbas Tyrewala,Imran Khan,Genelia D'Souza,Manjari Fadnnis
Jaane-Anjaane,1971,139,Drama,6.5,40,Shakti Samanta,Shammi Kapoor,Leena Chandavarkar,Sandhya Roy
Jaan-E-Bahaar,1979,128,"Drama, Family, Romance",6.4,7,Prakash Kapoor,Asrani,Manju Asrani,Master Bhagwan
Jaanejaan,1983,128,"Romance, Thriller",4.2,5,Ramesh Behl,Randhir Kapoor,Neetu Singh,Ajit
Jaaneman,1976,110,"Crime, Drama, Romance",6.8,48,Chetan Anand,Dev Anand,Hema Malini,Prem Nath
Jaan-E-Mann: Let's Fall in Love... Again,2006,165,"Comedy, Drama, Musical",6.1,"8,218",Shirish Kunder,Salman Khan,Akshay Kumar,Preity Zinta
Jaan-E-Wafa,1990,128,"Drama, Family, Romance",5.8,1938,Rukun,Farooq Shaikh,Rati Agnihotri,Pradeep Khayyam
Jaani Dost,1983,153,"Action, Comedy, Drama",5.8,70,K. Raghavendra Rao,Dharmendra,Jeetendra,Parveen Babi
Jaani Dushman,1957,128,Unknown,5.8,1938,Aruna,Baburao Pahelwan,Suryakant,unknown
Jaani Dushman,1979,154,"Action, Horror, Mystery",6.1,455,Rajkumar Kohli,Sunil Dutt,Sanjeev Kumar,Shatrughan Sinha
Jaani Dushman: Ek Anokhi Kahani,2002,170,"Action, Fantasy, Thriller",2.8,"3,240",Rajkumar Kohli,Sunny Deol,Arman Kohli,Manisha Koirala
Jaanisaar,2015,124,"Drama, Romance",5,116,Muzaffar Ali,Imran Abbas,Pernia Qureshi,Muzaffar Ali
Jaanleva Black Blood,2012,128,Mystery,6,14,Rakesh Sawant,Rajesh Khanna,Rati Agnihotri,Tom Alter
Jaanoo,1985,128,"Drama, Family, Romance",5.3,24,Jainendra Jain,Jackie Shroff,Kushboo,Rati Agnihotri
Jaanwar,1999,172,"Action, Crime, Drama",6,"2,578",Suneel Darshan,Akshay Kumar,Karisma Kapoor,Shilpa Shetty Kundra
Jaanwar,1982,128,"Action, Adventure, Drama",6.8,43,S. Ali Raza,Rajesh Khanna,Zeenat Aman,Pradeep Kumar
Jaanwar - on the Alert,2008,128,Action,5.8,1938,R. Surya Kiran,unknown,unknown,unknown
Jaanwar Aur Insaan,1972,155,"Action, Adventure, Thriller",6.3,36,Tapi Chanakya,Shashi Kapoor,Rakhee Gulzar,Shabnam
Jaanwar Aur Insaan,1986,128,Action,5.8,1938,Karthika,Mohanlal,unknown,unknown
Jaar,2022,128,Drama,5.8,1938,Phurba Tshering Lama,Geetanjali Thapa,Saugat Malla,Anoop Bikram Shahi
Jaatiwad,2015,128,Drama,5.8,1938,Sabir Shaikh,Hrishitaa Bhatt,Manoj Joshi,Ronne Shah
Jaaydaad,1989,129,"Crime, Drama",4.2,16,Dilip Naik,Shashi Kapoor,Raj Babbar,Madhavi
Jaaye To Jaaye Kahan,1980,128,"Drama, Romance",5.8,1938,Helen,Mehmood Jr.,Prema Narayan,Paintal
Jab Andhera Hota Hai,1974,128,"Crime, Drama, Mystery",6.1,9,Deepak Bahry,Vikram Makandar,Prema Narayan,Madan Puri
Jab Harry Met Sejal,2017,143,"Comedy, Drama, Romance",5.3,"19,349",Imtiaz Ali,Shah Rukh Khan,Anushka Sharma,Björn Freiberg
Jab Hum Na Honge,1989,128,Comedy,5.8,1938,Birbal,Jankidas,Mushtaq Merchant,Paintal
Jab Jab Phool Khile,1965,141,"Musical, Romance",6.9,278,Suraj Prakash,Nanda,Shashi Kapoor,Agha
Jab Jab Raat Woh Aayi,1978,128,Thriller,5.8,1938,Unknown,unknown,unknown,unknown
Jab Pyar Hua,1985,128,Romance,5.8,1938,Unknown,unknown,unknown,unknown
Jab Pyar Kisise Hota Hai,1961,139,"Comedy, Drama, Musical",6.8,120,Nasir Hussain,Dev Anand,Asha Parekh,Sulochana Latkar
Jab Pyar Kiya to Darna Kya,1991,128,Drama,4.5,10,Joy Augustine,Tom Alter,Abha Dhulia,Ashutosh Gowariker
Jab Se Tumhe Dekha Hai,1963,136,"Drama, Romance",6.2,26,Kedar Kapoor,Pradeep Kumar,Geeta Bali,Siddhu
Jab Tak Hai Jaan,2012,176,"Drama, Romance",6.7,"52,231",Yash Chopra,Shah Rukh Khan,Katrina Kaif,Anushka Sharma
Jab Tum Kaho,2016,94,Drama,5.6,14,Shankar Vikram,Parvin Dabas,Ambalika Sarkar,Amit Bhardwaj
Jab We Met,2007,138,"Comedy, Drama, Romance",7.9,"49,012",Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora
Jab Yaad Kisi Ki Aati Hai,1967,158,"Family, Romance",6.5,24,Naresh Saigal,Mala Sinha,Dharmendra,Anoop Kumar
Jabariya Jodi,2019,125,"Action, Comedy, Drama",4.4,"1,317",Prashant Singh,Sidharth Malhotra,Parineeti Chopra,Javed Jaffrey
Jack & Dil,2018,98,"Comedy, Family",7.5,715,Sachin P. Karande,Amit Sadh,Arbaaz Khan,Sonal Chauhan
Jackpot,2013,132,"Comedy, Thriller",2,721,Kaizad Gustad,Naseeruddin Shah,Sunny Leone,Sachiin Joshi
Jackpot Do Karode,2002,128,Crime,5.8,1938,Rakesh Saraiya,Beena Banerjee,Haniel Glow,Kuljeet Gosal
Jacqueline I Am Coming,2019,112,Drama,8.1,17,Banty Dubey,Raghuvir Yadav,Kiran D Patil,Shakti Kumar
Jadni Bansari,1948,128,Unknown,5.8,1938,Agha,unknown,unknown,unknown
Jadoo,1951,128,"Drama, Fantasy",5.8,8,Abdul Rashid Kardar,Suresh,Shyam Kumar,Nalini Jaywant
Jadoo,1966,128,Fantasy,5.8,1938,Chitra,Helen,Ranjan,Sunder
Jadoo Mahal,1962,128,Action,5.8,1938,Ajit,Helen,Hiralal,Azaad Irani
Jadoo Mantar,1988,128,"Fantasy, Horror",5.8,1938,Kommineni,Komi Neni,Anuradha,Shiv Krishna
Jadoo Nagari,1972,128,Drama,5.8,1938,Anjali Devi,Gemini Ganesan,unknown,unknown
Jadoo Nagri,1961,128,"Action, Adventure, Fantasy",5.8,1938,Radhakant,Vijaya Choudhury,Helen,Majnu
Jadoo Tona,2000,128,Horror,5.8,1938,Kishan Shah,Brij Gopal,Mohan Joshi,Satnam Kaur
Jadu Bhare Naina,1992,128,Romance,5.8,1938,Rita Bhaduri,Poonam Dasgupta,Anil Dhawan,Paintal
Jadu Ka Shankh,1974,128,"Adventure, Family, Fantasy",7.6,9,Sai Paranjape,Nandita Aras,Sulabha Deshpande,Girish Karnad
Jadu Nagari,1986,128,"Action, Adventure, Fantasy",4,9,K. Shankar,Sarath Babu,Sridevi,unknown
Jadu Nagri,1940,128,Unknown,5.8,1938,Rajkumari,unknown,unknown,unknown
Jadu Tona,1977,112,"Horror, Romance",6.1,46,Ravikant Nagaich,Ashok Kumar,Feroz Khan,Reena Roy
Jadugar,1954,128,Unknown,5.8,1938,Mohammed Hussain,Habib,Kamran,Nazir Kashmiri
Jadugar,1946,128,Unknown,5.8,1938,Anand Prasad Kapoor,Master Vithal,Putli,Murjehan
Jadugar,1942,128,Family,5.8,1938,Jayant Desai,unknown,unknown,unknown
Jadugar Daku,1962,128,Unknown,5.8,1938,Chandrakant,Ajit,Bela Bose,Helen
Jadui Angoothi,1965,128,Fantasy,5.8,1938,A.M. Khan,Chitra,Manher Desai,Krishna Kumari
Jadui Bandhan,1941,128,"Fantasy, Sci-Fi",5.8,1938,Nanubhai Vakil,Sarojini,Siraj Syed,Baburao Pahelwan
Jadui Chitra,1948,128,Unknown,5.8,1938,Bhim,unknown,unknown,unknown
Jadui Danda,1935,128,"Action, Fantasy",5.8,1938,Dwarka Khosla,Master Shiraz,Champa,Bibi
Jadui Jhoola,1935,128,Unknown,5.8,1938,Sadiq Ansari,unknown,unknown,unknown
Jadui Kismat,1944,128,Unknown,5.8,1938,Anwari,unknown,unknown,unknown
Jadui Putli,1946,128,Unknown,5.8,1938,Ramanlal Desai,Navinchandra,Basant Malini,Bhim
Jadui Ratan,1947,128,"Action, Fantasy",5.8,1938,Natwar Shyam,Nayantara,Mumtaz,Urmila
Jag Biti,1946,128,Unknown,5.8,1938,M. Sadiq,Suraiya,Sadiq Ali,Sulochana Latkar
Jagadguru Aadi Sankaran,1977,128,Unknown,8,7,P. Bhaskaran,Murali Mohan,Kaviyoor Ponnamma,J.A.R. Anand
Jagadguru Shankaracharya,1955,128,Unknown,5.8,1938,Sheikh Fattelal,Abhi Bhattacharya,Sulochana Chatterjee,Helen
Jagal Bhaag Hamar,1978,128,Action,5.8,1938,Heena Kausar,Sujit Kumar,Prema Narayan,Kumud Tripathi
Jaganmohini,1978,163,Fantasy,6.6,31,B. Vittalacharya,Jayamalini,Narasimha Raju,Prabha
Jagannath,1996,128,Action,5.8,1938,Shibu Mitra,Shatrughan Sinha,Mukesh Khanna,Ronit Roy
Jagat Jogini Maa Khodiyar,2006,128,"Drama, Family, History",5.8,1938,Amar Solanki,Arvind Joshi,Dhruv Joshi,Sati Joshi
Jagat Kesari,1937,128,Unknown,5.8,1938,Homi Master,Dinshaw Bilimoria,Jamshedji,Jillo
Jagat Mohini,1940,128,Unknown,5.8,1938,Chunilal Parekh,Master Vithal,Kokila,Kamal
Jagga Daku,1959,128,"Action, Thriller",5.8,1938,Chandrakant,Chandrashekhar,Paidi Jairaj,Jabeen Jalil
Jagga Jasoos,2017,161,"Action, Adventure, Comedy",6.5,"9,428",Anurag Basu,Ranbir Kapoor,Katrina Kaif,Saswata Chatterjee
Jaggu,1952,128,Unknown,5.8,1938,Jagdish Sethi,Kamal Kapoor,Kuldip Kaur,Ram Mohan
Jaggu,1975,128,Crime,5.9,12,Samir Ganguly,Jyoti Bakshi,Indira Bansal,Master Bhagwan
Jaggu,2004,128,Action,4.1,9,Ramya Krishnan,Prakash Raj,Arjun Sarja,Reema Sen
Jaggu Bhai,1996,128,Action,7.9,38,Mohan Babu,Monica Bedi,Ramya Krishnan,unknown
Jagir,1959,128,Unknown,5.8,1938,Jag Mohan Mattu,Prem Nath,Meena Kumari,Ulhas
Jagir,1984,135,"Action, Adventure, Drama",6.4,156,Pramod Chakravorty,Dharmendra,Zeenat Aman,Mithun Chakraborty
Jagira,1990,128,Unknown,5.8,1938,Mehul Kumar,Danny Denzongpa,Dharmendra,Neelam Mehra
Jagira,2001,139,"Action, Crime, Drama",5.1,17,Kanti Shah,Ishrat Ali,Hemant Birje,Pinky Chinoy
Jagirdar,1937,166,Unknown,5.8,1938,Mehboob Khan,Surendra,Motilal,Lala Yaqoob
Jagjanani a Mother's Day Tribute,1987,128,Drama,5.8,1938,Abhishek Kumar,unknown,unknown,unknown
Jagran,1936,152,Drama,5.8,1938,Mohan Dayaram Bhavnani,Enakashi Rama Rao,Navin Yagnik,S.B. Nayampalli
Jagriti,1955,138,"Comedy, Drama, Family",6.8,140,Satyen Bose,Abhi Bhattacharya,Pranoti Ghosh,Bipin Gupta
Jagriti,1977,128,"Action, Drama",5.8,1938,Rajendra Bhatia,Vinod Mehra,Reena Roy,Nutan
Jahan Ara,1964,128,Romance,5.6,18,Vinod Kumar,Bharat Bhushan,Mala Sinha,Shashikala
Jahan Jaaeyega Hamen Paaeyega,2007,137,"Action, Comedy, Crime",3.9,42,Janmendra Ahuja,Govinda,Divyaa Dwivedi,Razak Khan
Jahan Mile Dharti Akash,1968,128,Drama,5.8,1938,Mumtaz,Kishore Kumar,Feroz Khan,Raaj Kumar
Jahan Pyar Miley,1969,138,"Drama, Family",6.4,27,Lekh Tandon,Shashi Kapoor,Hema Malini,Nadira
Jahan Sati Wahan Bhagwan,1965,128,"Adventure, Drama, History",5.8,1938,Satish Kumar,Prithviraj Kapoor,Anita Guha,Mahipal
Jahan Tum Le Chalo,1999,173,Romance,6.1,23,Desh Deepak,Rana Jung Bahadur,Shail Chaturvedi,Sonali Kulkarni
Jahanara,1935,128,Unknown,5.8,1938,F.R. Irani,Yusuf Effendi,Violet Cooper,Sheela
Jahazi Lutera,1957,128,Fantasy,5.8,1938,Aakkoo,Anwar Hussain,Paidi Jairaj,Maruti
Jahreela Badan,2003,128,Horror,5.8,1938,Reena Kapoor,Raza Murad,Anil Nagrath,Amit Pachori
Jai Ambe,1957,128,Drama,5.8,1938,Manher Desai,Jeevan,Sheila Kashmiri,Sulochana Latkar
Jai Ambe Maa,1977,128,Drama,5.8,1938,Jal,Dalpat,Anita Guha,Hiralal
Jai Baba Amarnath,1983,90,"Drama, Fantasy",5.8,1938,B.R. Ishara,Beena Banerjee,Mohan Choti,Paidi Jairaj
Jai Baba Baidyanath,1979,128,Drama,5.8,1938,Biswajit Chatterjee,Bipin Gupta,Soma Salkar,Trilochan
Jai Balaji,1976,128,Unknown,5.8,1938,A.P. Nagarajan,Gemini Ganesan,Aachi Manorama,Vijayalalitha
Jai Balaji Mehndipur Wale,2010,128,Drama,5.8,1938,Sanjay Suryavanshi,unknown,unknown,unknown
Jai Bangladesh,1971,128,Comedy,6.5,12,I.S. Johar,Dilip Dutt,Ambika Johar,I.S. Johar
Jai Betaal,1986,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Jai Bharat,1936,128,Unknown,5.8,1938,Master Mohammed,unknown,unknown,unknown
Jai Bharat,1995,183,Action,5.8,1938,Arjun,Goundamani,Charu Haasan,Ranjitha
Jai Bhavani,2000,81,Action,5.8,1938,Kishan Shah,Sapna Sappu,Amit Pachori,Rajni Chandra
Jai Bhawani,1961,128,Unknown,5.8,1938,Dhirubhai Desai,Manher Desai,Jayshree Gadkar,Ram Mohan
Jai Bhim,1949,128,Unknown,5.8,1938,Anant Mane,unknown,unknown,unknown
